3,3059,1614,3204,2258,3473,2099,237,589,3511,4130,4969,2920,2022,3027,3661,3095,3803,1262,4562,2939
0,414,4208,994,1187,3884,4359,3890,4703,4467,3833,3337,194,4794,800,1371,2878,1922,4770,4603,3073
2,4112,3005,4563,818,1028,745,2823,4927,2408,2960,885,562,882,3337,2302,2912,3725,2095,3805,3011
0,631,1462,4200,43,4655,3568,3705,434,1917,4488,119,3514,3347,1805,415,2326,1641,3554,4420,1715
1,1173,1114,2448,2655,4665,3217,3185,1159,1234,1851,4269,2114,716,379,2181,886,221,1297,3586,87
0,3887,1315,1971,2573,1318,490,4960,3459,3356,3394,2730,3285,4635,1038,2708,2431,2365,4421,3333,1263
0,2275,859,4457,3749,4845,2510,966,1402,2851,2255,3931,1449,2678,1170,4952,2599,4891,2902,3229,1558
1,465,3756,295,1734,3023,734,107,701,1724,2236,501,1010,4785,1612,3228,3768,3039,3678,1434,776
4,1248,61,2429,1916,960,692,3116,2298,4768,2520,2498,1011,812,2758,1462,1763,1909,4150,1274,3922
2,4759,357,416,404,4434,1164,4977,4103,2124,4834,3111,80,1593,3353,4111,4870,2283,3286,4383,2847
2,1776,4204,2716,2435,1074,772,1951,805,2926,2287,2261,236,2258,1796,2617,4495,4277,2385,2454,4383
3,3194,3484,2364,4731,2438,61,745,1511,4731,3226,3708,2569,3424,2709,3760,4971,4014,1827,4167,529
3,4622,3944,998,2043,415,4578,2056,4263,2213,4042,2436,3058,1350,78,3326,1936,3219,1596,2272,2709
0,2746,681,626,4309,4357,3198,883,1965,3549,3487,4313,4554,1379,1094,3872,287,4571,2582,1733,1715
3,821,1641,4610,569,3367,3820,798,3342,768,4095,4222,1365,407,405,2935,2971,2553,3111,1669,552
4,653,1071,2852,3226,215,350,1707,2735,3514,2962,3231,4980,1592,2301,670,1715,2854,81,1358,3047
4,4230,4925,4016,680,4674,1354,113,1886,3642,2857,4003,493,4819,3704,4451,1383,4175,3416,427,3038
2,2586,3987,831,3510,3517,3526,416,2504,3372,4151,3826,3538,2509,358,2669,3471,955,4791,1280,88
0,4293,772,1667,4790,312,125,2645,3505,2859,4723,195,4690,1900,1482,4047,646,1954,3648,382,1564
0,2517,4266,2989,2676,1999,4575,4081,1198,4580,4396,4022,3177,4107,1619,2457,2690,392,2061,16,447
3,3232,4405,4828,3866,1147,802,3987,4756,4906,4784,4000,1662,424,4829,4951,2956,4011,4407,1618,453
2,363,1425,129,4090,2206,3468,2389,2922,1148,3078,2214,3179,2736,1312,2306,3893,1114,936,3655,1292
4,3386,3316,2085,1581,733,560,3688,2177,2089,197,2630,179,195,4756,3749,2716,3478,4203,1202,4730
1,1782,967,426,4277,4820,848,1780,167,4445,3364,4724,13,4763,4093,3061,3472,3513,1601,165,3559
3,398,4368,3138,3810,387,703,1556,1649,3911,252,603,4457,4202,5,995,2664,2730,760,562,2204
4,1651,4318,974,750,1352,136,2501,1022,3280,1899,4029,2403,1328,4625,4061,2140,1831,4300,3363,246
0,710,2107,2365,4630,754,2089,2417,2636,3893,1636,4237,1586,2508,690,1021,904,4512,1516,911,4330
2,4312,1275,4485,2767,4560,1699,2525,12,2861,3186,4280,2887,4325,4762,3631,2328,1326,3691,1527,829
2,1543,4259,2345,3503,3024,4054,2483,4287,1275,2334,4849,1686,4417,1192,4489,3427,2033,866,4926,1778
0,758,4788,1115,2113,3986,1442,1797,2290,1657,1410,4747,4618,2437,3841,248,2301,1396,616,4119,1946
1,382,3947,3282,557,2141,1361,1133,770,2752,77,2490,3631,1695,3477,2749,224,3275,1192,3320,1791
1,4526,1229,4231,785,2026,4327,2782,3083,1190,1498,2543,4313,4296,4422,1584,3337,517,3550,841,1562
4,2842,2552,1585,4468,127,3306,2408,2187,1126,3009,1340,2395,352,1645,3874,1220,551,4277,4228,2608
2,4504,4927,1062,3999,4183,20,172,3449,2991,1726,358,2503,1255,3311,884,1075,4167,979,4147,491
2,1091,724,2402,1580,2723,4207,585,2884,699,1917,3991,2604,3780,3397,4467,1708,2931,2860,616,2685
4,845,4097,2173,1656,4621,3313,3804,4053,4919,3588,4153,1175,1729,4440,2214,4918,3644,4265,704,4503
4,2686,3569,2537,4142,1138,2035,1619,4650,322,289,2205,4310,2425,764,1612,1815,3129,3476,3286,1510
4,3135,4432,3960,2397,1392,3924,3803,3070,4304,189,4846,2042,2244,2964,4022,3089,862,669,4160,4342
0,3768,3505,4963,4363,4768,3271,1210,1358,2650,1704,2033,2495,3105,3863,277,4976,4298,3170,3644,3047
1,65,176,1734,1608,4452,4802,657,2089,1996,783,588,3480,1929,4778,4971,949,2415,2380,4938,3779
4,4104,815,2130,1003,2017,2001,3686,293,1129,2630,4200,3775,22,3937,1792,3584,4246,1407,2192,863
1,1831,4599,567,3257,4192,2522,3742,3248,1453,4306,3271,1196,1573,2407,18,1348,3612,3257,4918,372
3,2536,3141,424,4214,2423,1328,3064,3288,2654,3477,4427,3865,470,187,2724,4718,390,1517,627,778
1,1107,4037,486,1937,1015,4447,1180,1248,3637,3876,2976,4495,4592,2532,875,334,1417,3558,4704,103
4,84,649,1340,3077,3113,2533,3921,3938,4051,2490,4900,1623,3316,3374,2245,484,4591,178,3246,3904
3,138,1665,272,3327,3532,1617,4633,1205,2699,4875,4754,430,4810,2028,3749,3587,1763,1204,483,2879
3,2392,3090,2844,4830,1921,3412,4934,3806,4460,461,4019,3782,1765,3886,4033,1208,1241,1267,603,2789
3,2756,3459,2396,758,4794,3513,780,2925,1215,4453,1805,445,23,2846,2455,1197,2655,3605,4173,2077
3,914,1278,4183,670,4742,710,821,2278,790,4590,3354,4333,2837,4501,1650,4464,2485,467,4470,3793
4,827,1779,1416,601,948,3778,4554,2156,3204,4709,2257,1295,3362,1859,1650,2929,2675,4711,113,4308
2,4295,4168,1852,1883,751,2391,3930,660,1800,2335,1430,1585,1926,3911,4605,2560,561,327,2673,2053
1,918,4524,1924,882,1840,1758,3287,1861,3020,4997,2361,1466,2294,1720,340,4610,3570,1771,3595,2386
0,4394,4649,2320,1144,4150,982,1781,2071,1300,2717,3698,3839,766,2653,2098,3892,1465,322,765,2884
3,1402,2049,4747,104,3211,1088,3132,1548,4315,1636,4242,204,4755,1282,1474,3074,3263,1914,2526,4727
4,221,3149,1434,4833,476,3659,4687,1936,2670,2908,4923,71,3103,4021,636,1302,1726,2942,3773,2950
2,489,2909,1002,2529,3819,414,3023,2102,1899,3311,2988,2819,1208,3817,3770,86,3113,3441,1721,3525
3,2349,1351,4976,3531,2400,3666,3438,955,3647,1295,80,2104,47,2700,3691,4547,2470,3789,358,2211
3,2126,3739,1531,3248,1700,282,1533,4079,1726,4830,901,1516,142,4172,4989,176,4299,2391,4811,2654
2,584,313,3746,729,3986,418,4205,4216,4131,1577,260,3545,4341,2345,705,4718,3614,509,89,939
4,478,4698,2224,412,3727,1456,3663,2449,4478,3864,4930,1304,4916,2055,2623,4415,3281,3608,79,3644
0,3761,2413,2863,214,2224,1831,2554,3418,2345,3727,1233,1363,834,4566,4599,1086,132,4708,3852,2248
2,744,4844,3672,3506,1888,2282,1879,3461,4167,4075,3471,3512,4523,2056,3583,987,2589,4156,3600,2646
2,2558,33,807,4731,820,3440,1333,4461,3081,3706,170,585,4648,868,1935,4224,1120,1585,2646,3443
0,2339,1108,4041,2060,4495,3384,4064,337,2383,906,3972,1565,3570,4520,4280,2113,2365,2343,303,1914
1,4445,639,4508,660,3112,2145,4836,4104,4364,1203,3817,3931,4188,2127,1488,2225,1209,1876,1603,3759
1,1015,1792,3167,4823,3411,260,1776,1806,2746,2247,2789,1967,514,4479,3111,914,4767,457,3213,178
0,235,2524,3322,1839,4611,2542,4262,3304,512,1241,2857,4444,4373,4834,3169,3715,3801,1804,4662,1560
4,1631,2847,600,3574,2104,2439,1194,4671,2226,1516,4952,4476,1549,4300,4536,4894,1019,924,4215,2024
3,2061,596,2868,1226,2602,4309,4473,3022,3235,3106,1039,2688,1954,1988,171,3125,3122,1685,1173,34
0,1191,3951,1629,3215,4990,1557,3100,109,60,1440,2803,3200,3429,4163,4645,3028,4610,385,4480,2845
3,4914,2092,4612,3096,818,3895,3115,1436,1082,4158,407,4378,1430,1796,2129,3669,3572,543,2301,3450
1,3184,1132,3819,582,220,4675,1844,3570,664,1557,1319,811,4399,1545,618,268,1854,205,3944,633
1,4829,3113,3436,854,3693,4815,1530,1156,3542,2151,4097,382,1413,1093,4137,277,1775,2314,2417,939
2,3445,1708,4206,1209,2798,3835,494,1547,3815,1501,44,4656,3020,2535,904,3786,4997,4623,3725,3410
0,1969,1786,1387,3663,1245,2909,1643,3941,1586,100,4126,3106,3897,4603,3488,3463,3138,2292,2229,1360
1,3077,325,2341,4303,2641,4443,3252,3558,963,1863,2289,2532,237,4670,1128,3782,2255,4159,2622,3861
3,4913,1207,3110,3462,378,950,2701,1266,3495,3729,4605,498,1174,791,2096,2810,3421,1188,2959,163
3,1900,1822,1631,541,4964,4903,351,967,3094,3530,4364,1310,3654,1611,321,1620,1240,3226,3707,1815
0,4823,3143,2799,1021,3966,217,614,78,4984,1999,505,3486,650,4285,403,3041,257,2496,3680,3756
2,2092,1551,2448,4515,1231,4021,4834,3665,1765,2842,4561,4586,495,3871,4220,979,4238,21,4178,4256
1,2548,4418,1560,4626,4028,1525,4258,2049,1417,2775,3269,3542,3160,561,1620,2104,2524,1007,2265,3510
4,946,2468,1203,3444,4165,4893,1152,2991,1320,3840,628,48,4966,2931,1260,4197,3142,470,2414,272
4,3084,2612,4418,1634,285,4662,526,168,1369,3980,694,2581,4081,2626,4337,4611,4154,43,611,3171
2,1365,4069,2551,4461,3473,132,2997,1863,4474,3722,2071,872,4049,2407,4798,2542,885,3973,1936,206
1,4543,4580,1481,3702,3417,4193,4030,3769,1005,1978,3119,699,3451,299,1867,2244,1574,1719,4082,3648
2,1512,3214,3173,4581,3716,501,241,1488,1830,2364,4659,4251,2125,1616,791,4650,1845,2593,714,328
3,2230,640,663,4409,158,1336,2125,697,2958,432,2435,2979,3804,2932,2482,1145,4075,46,284,2602
1,3844,3660,4621,1127,3825,251,2434,387,2602,3768,3206,2812,4009,4943,3226,1833,4124,1625,1170,2107
1,3659,4067,4860,3823,4067,13,1421,3530,1415,278,1033,1629,1123,2167,297,1046,1158,4266,916,23
0,2752,991,4259,1215,2620,4102,1633,3223,3229,4798,4259,3341,2025,3296,2446,2749,1511,1185,4016,1602
0,583,129,1408,725,1162,1726,3474,3772,2140,4146,2133,1841,2804,1747,3775,1810,3584,1968,2872,1438
3,4671,2616,3789,1827,531,674,4992,729,3995,4257,3362,2042,3007,1633,4795,3136,2231,4150,2586,2601
4,837,3984,28,3593,3284,2623,1333,4965,2365,3698,748,4951,2137,3095,1199,1565,3623,2025,4352,1006
3,2764,798,699,1180,4579,4560,2109,2317,1307,1227,4127,3091,2510,1600,1724,313,1764,1251,3266,2732
4,3628,2398,623,4903,2686,2956,3406,3681,662,3077,74,1661,4216,3570,2412,4649,2977,4085,1783,2363
3,4004,2654,646,4003,332,613,4541,1465,2961,1144,3572,2617,4774,4809,21,2052,3702,2276,1686,3669
3,3248,3727,2094,2586,1165,4081,2687,3240,2915,3093,900,1637,1475,2393,3369,3152,2617,3544,2935,4241
4,1815,2952,1503,394,4753,1935,4599,4230,1131,4870,2513,654,2773,1725,4578,1491,277,2795,558,2407
3,2874,2376,2237,629,4229,559,208,106,3347,2667,2946,3625,2885,4709,2696,750,4699,3377,3992,1496
1,1902,4321,1043,73,359,1952,4457,3721,647,2439,2051,4138,2940,1304,625,3429,28,1572,4309,683
0,2081,4409,402,3271,106,3126,3470,3843,1307,489,3708,4230,1376,3252,659,3553,128,3183,3100,2901
4,4228,1016,2071,3174,1442,738,2358,173,2564,2543,2442,4088,3737,3967,565,2872,2726,1467,1397,1786
2,908,4971,4114,4003,1376,191,1318,2033,4794,552,3090,1560,3430,92,2731,897,4314,1089,3728,608
2,521,1182,3402,4037,1407,3737,1113,4978,3109,3734,2646,4922,1490,1813,3642,3732,4915,562,544,3578
0,1787,4962,4468,4425,3322,2615,3074,4446,693,712,2068,4163,4407,4928,1954,631,606,3398,2194,1531
4,4794,3425,2646,3270,506,1581,4218,3773,966,4441,1780,849,503,3527,4247,1379,1725,4225,4290,624
4,773,576,2234,1291,2518,1078,4575,4281,512,4498,1983,3968,3731,1277,1038,2608,4787,1681,4755,4978
1,4847,2043,1198,926,1768,2721,593,4333,2014,3785,2068,3311,4478,1436,1658,1879,2944,4903,2640,2627
2,1311,443,2314,1801,3769,3719,4128,2639,3173,140,3032,1725,1245,4562,815,4027,3811,2985,3788,4865
2,2927,1617,1094,3886,4485,1507,1090,3208,2002,4044,3265,2724,1716,1936,4524,2553,1155,4402,3190,3667
3,2301,3641,2501,3310,2610,4302,3591,4921,1561,1398,2678,3158,1558,1900,167,4349,4481,815,1742,1603
3,3825,253,4070,1660,4547,2669,2357,4167,3238,1239,3920,4429,133,3035,2807,996,3970,1339,1836,4430
4,975,3946,535,514,2976,516,3923,4445,4821,215,3818,4377,1998,4550,3685,383,3942,2074,1479,1252
2,1188,519,2037,2243,4618,786,1788,300,1315,3010,4427,2754,896,3570,3489,438,1736,4970,3203,2592
2,3537,4219,4090,4104,4591,4498,4418,4748,2907,138,2418,29,3170,900,1499,4922,1724,4484,4755,2233
0,2944,986,3481,1840,784,3328,939,2386,1208,3969,3924,1413,912,4998,3635,1428,924,4328,2784,1130
1,2,712,983,3534,458,390,181,2635,4397,2123,1179,2406,2095,2587,4430,3865,2973,3779,4514,1279
4,3504,1616,4526,590,2229,160,3448,2769,1969,1539,3857,891,2750,4069,4090,3259,155,535,2387,268
4,2085,3562,895,4881,1097,2212,4930,1883,4711,3293,4214,737,2814,4646,4786,3120,1916,2483,834,2349
1,277,2807,3503,1050,2823,4242,3147,768,2930,4272,4665,1855,1431,845,1008,2610,463,812,2543,3596
4,1472,2750,177,192,3792,2584,3665,561,4062,300,259,4332,2317,283,1586,2273,724,2049,2577,4072
1,4263,3837,4195,1256,2890,3775,2148,67,3078,1798,3899,632,2720,1584,2146,2165,3511,2053,1980,1105
2,4383,173,2173,448,2762,2541,600,3389,898,3369,813,4536,764,3093,2233,289,1806,1907,4275,795
3,2942,116,1876,3525,2602,3356,2495,1371,446,2619,3777,3484,430,822,2007,3783,2587,1497,3455,1781
3,4022,211,1795,1694,4661,2208,1594,537,4776,1889,2821,1521,4339,2185,3563,200,4876,1949,4240,1007
4,316,2341,623,4267,3659,822,2740,4184,2337,3772,3897,254,3747,4723,1101,3206,2183,1571,3988,1405
2,4369,4961,4398,1719,4415,3921,1374,4494,4343,4462,2502,2846,1764,4583,2138,2196,576,552,1285,4362
2,1337,664,3652,1053,4213,4142,4989,3367,4038,1635,1276,221,4817,4967,2965,236,4806,887,1564,1688
4,2052,2587,793,2387,2461,4663,4310,4969,189,3944,2067,263,2125,4428,56,1271,4996,148,4860,2157
0,1323,3516,3524,457,1045,4320,915,3831,1452,4486,1961,1004,159,4817,2524,103,3177,197,4983,2557
3,4270,2357,1106,3136,651,563,893,467,4530,2927,4920,670,807,1314,2916,3785,3045,216,15,3460
3,3641,3639,3946,2597,4635,1813,4729,2351,54,2409,278,813,378,3547,2109,1573,3952,266,3736,2817
0,4661,4283,4865,842,1102,2428,2818,4165,2552,4302,4088,3683,1158,42,2471,2578,1816,668,3644,2048
3,3221,3588,3435,2989,452,1393,2787,856,4071,1653,1754,881,2318,3563,4594,3108,4513,1411,2394,2101
4,3624,699,2566,3977,2737,3874,1842,2250,4087,4193,2164,400,3789,2143,4567,155,180,251,1202,1140
0,3537,360,2355,1085,2292,2687,3152,4462,2782,1342,1869,1204,2661,3180,1503,41,2894,2398,2471,3589
1,1491,3631,4948,3681,4752,1348,2763,2000,1818,2403,1621,4488,4471,307,3844,1279,4171,1562,4525,2331
0,468,4304,1771,3254,3452,3652,2370,1800,3563,4158,1975,1711,3473,3877,3469,2633,780,3563,1774,3918
2,3315,4065,3026,700,532,4170,916,1526,498,3562,3571,4211,1754,2077,3082,3584,4878,2603,4335,3097
1,1291,2205,738,3663,4111,1583,3852,4057,4703,410,328,4172,4124,1140,4049,1159,440,1765,2347,2328
4,319,4066,2054,893,4998,2506,2320,2395,4947,845,616,672,1899,3294,4327,3950,1036,191,2282,2182
2,2945,4208,1387,2246,4594,485,1794,1259,2137,2727,2744,3732,4332,2263,2757,4326,3073,2827,962,4006
1,1714,2320,3797,1172,1148,4985,4264,1800,3313,4803,421,1531,299,21,2465,3745,3245,238,2916,2027
3,4151,167,1507,3559,1779,374,2651,1703,3095,4487,3247,391,4183,4650,2094,3121,4086,2810,4074,171
1,4254,3999,222,666,3902,606,4612,616,3483,2673,4452,2474,4018,3902,1287,466,1666,3385,165,3664
0,4518,4506,1567,1528,1616,1519,423,795,4799,603,657,164,627,4881,373,996,3901,4267,892,3154
1,4893,4969,419,4383,3584,2604,2459,1501,2600,819,4431,2454,2988,4141,570,1579,1619,2595,439,253
0,1882,4747,4561,3746,2413,2939,494,3173,278,3652,4601,3944,828,1854,3418,108,1728,4738,4875,3419
0,568,4259,3507,2600,3838,1036,2106,1823,2101,3351,3075,683,236,626,1368,4700,4592,199,1829,1383
